"No.","Time","Source","Destination","Protocol","Length","Info"
"17","17.393904","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"18","17.394112","10.42.0.1","10.42.0.2","TCP","66","49940  >  80 [ACK] Seq=191 Ack=5793 Win=61056 Len=0 TSval=757850047 TSecr=34399"
"19","17.394206","10.42.0.1","10.42.0.2","TCP","66","49940  >  80 [ACK] Seq=191 Ack=7241 Win=64128 Len=0 TSval=757850047 TSecr=34399"
"20","17.394219","10.42.0.1","10.42.0.2","TCP","66","49940  >  80 [ACK] Seq=191 Ack=11174 Win=62080 Len=0 TSval=757850047 TSecr=34399"
"21","17.394232","10.42.0.1","10.42.0.2","TCP","66","49940  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757850047 TSecr=34399"
"22","17.395276","10.42.0.2","10.42.0.1","TCP","66","80  >  49940 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=34399 TSecr=757850047"
"23","17.395524","10.42.0.1","10.42.0.2","TCP","66","49940  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757850048 TSecr=34399"
"24","17.704100","10.42.0.1","10.42.0.2","TCP","74","49942  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757850357 TSecr=0 WS=128"
"25","17.704214","10.42.0.2","10.42.0.1","TCP","74","80  >  49942 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34477 TSecr=757850357 WS=128"
"26","17.704439","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757850357 TSecr=34477"
"27","17.704462","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"28","17.704572","10.42.0.2","10.42.0.1","TCP","66","80  >  49942 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34477 TSecr=757850357"
"29","17.706907","10.42.0.2","10.42.0.1","TCP","7306","80  >  49942 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34477 TSecr=757850357 [TCP segment of a reassembled PDU]"
"30","17.707229","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"31","17.707591","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [ACK] Seq=191 Ack=1449 Win=64128 Len=0 TSval=757850360 TSecr=34477"
"32","17.707650","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [ACK] Seq=191 Ack=7241 Win=61184 Len=0 TSval=757850360 TSecr=34477"
"33","17.707672","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [ACK] Seq=191 Ack=8689 Win=64128 Len=0 TSval=757850360 TSecr=34477"
"34","17.707690","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [ACK] Seq=191 Ack=11174 Win=62080 Len=0 TSval=757850360 TSecr=34477"
"35","17.707705","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757850360 TSecr=34477"
"36","17.708225","10.42.0.2","10.42.0.1","TCP","66","80  >  49942 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=34478 TSecr=757850360"
"37","17.708425","10.42.0.1","10.42.0.2","TCP","66","49942  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757850361 TSecr=34478"
"38","18.005069","10.42.0.1","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"39","18.005194","10.42.0.1","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"40","18.235007","10.42.0.1","10.42.0.2","TCP","74","49944  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757850887 TSecr=0 WS=128"
"41","18.235095","10.42.0.2","10.42.0.1","TCP","74","80  >  49944 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34609 TSecr=757850887 WS=128"
"42","18.235363","10.42.0.1","10.42.0.2","TCP","66","49944  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757850888 TSecr=34609"
"43","18.235449","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"44","18.235547","10.42.0.2","10.42.0.1","TCP","66","80  >  49944 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34609 TSecr=757850888"
"45","18.236911","10.42.0.2","10.42.0.1","TCP","7306","80  >  49944 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34610 TSecr=757850888 [TCP segment of a reassembled PDU]"
"46","18.237105","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"47","18.237355","10.42.0.1","10.42.0.2","TCP","66","49944  >  80 [ACK] Seq=191 Ack=7241 Win=60032 Len=0 TSval=757850890 TSecr=34610"
"48","18.237424","10.42.0.1","10.42.0.2","TCP","66","49944  >  80 [ACK] Seq=191 Ack=10137 Win=57728 Len=0 TSval=757850890 TSecr=34610"
"49","18.237512","10.42.0.1","10.42.0.2","TCP","66","49944  >  80 [ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757850890 TSecr=34610"
"50","18.237571","10.42.0.1","10.42.0.2","TCP","66","49944  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757850890 TSecr=34610"
"51","18.237934","10.42.0.2","10.42.0.1","TCP","66","80  >  49944 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=34610 TSecr=757850890"
"52","18.238204","10.42.0.1","10.42.0.2","TCP","66","49944  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757850891 TSecr=34610"
"53","18.510824","10.42.0.1","10.42.0.2","TCP","74","49946  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757851163 TSecr=0 WS=128"
"54","18.510932","10.42.0.2","10.42.0.1","TCP","74","80  >  49946 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34678 TSecr=757851163 WS=128"
"55","18.511236","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757851164 TSecr=34678"
"56","18.511257","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"57","18.511389","10.42.0.2","10.42.0.1","TCP","66","80  >  49946 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34678 TSecr=757851164"
"58","18.512830","10.42.0.2","10.42.0.1","TCP","7306","80  >  49946 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34679 TSecr=757851164 [TCP segment of a reassembled PDU]"
"59","18.512934","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"60","18.513137","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757851166 TSecr=34679"
"61","18.513154","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=191 Ack=8689 Win=58624 Len=0 TSval=757851166 TSecr=34679"
"62","18.513277","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=191 Ack=11174 Win=63232 Len=0 TSval=757851166 TSecr=34679"
"63","18.513875","10.42.0.1","10.42.0.2","HTTP","342","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"64","18.514575","10.42.0.2","10.42.0.1","HTTP","11239","HTTP/1.1 200 OK  (text/html)"
"65","18.514832","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=467 Ack=18414 Win=59776 Len=0 TSval=757851167 TSecr=34679"
"66","18.514896","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=467 Ack=22347 Win=56320 Len=0 TSval=757851167 TSecr=34679"
"67","18.515106","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [FIN, ACK] Seq=467 Ack=22347 Win=64128 Len=0 TSval=757851168 TSecr=34679"
"68","18.515361","10.42.0.2","10.42.0.1","TCP","66","80  >  49946 [FIN, ACK] Seq=22347 Ack=468 Win=31104 Len=0 TSval=34679 TSecr=757851168"
"69","18.515655","10.42.0.1","10.42.0.2","TCP","66","49946  >  80 [ACK] Seq=468 Ack=22348 Win=64128 Len=0 TSval=757851168 TSecr=34679"
"70","18.764235","10.42.0.1","10.42.0.2","TCP","74","49948  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757851417 TSecr=0 WS=128"
"71","18.764323","10.42.0.2","10.42.0.1","TCP","74","80  >  49948 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34742 TSecr=757851417 WS=128"
"72","18.764576","10.42.0.1","10.42.0.2","TCP","66","49948  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757851417 TSecr=34742"
"73","18.764716","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"74","18.764785","10.42.0.2","10.42.0.1","TCP","66","80  >  49948 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34742 TSecr=757851417"
"75","18.765939","10.42.0.2","10.42.0.1","TCP","7306","80  >  49948 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34742 TSecr=757851417 [TCP segment of a reassembled PDU]"
"76","18.765995","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"77","18.766262","10.42.0.1","10.42.0.2","TCP","66","49948  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757851419 TSecr=34742"
"78","18.766297","10.42.0.1","10.42.0.2","TCP","66","49948  >  80 [ACK] Seq=191 Ack=11174 Win=56320 Len=0 TSval=757851419 TSecr=34742"
"79","18.766434","10.42.0.1","10.42.0.2","TCP","66","49948  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757851419 TSecr=34742"
"80","18.766841","10.42.0.2","10.42.0.1","TCP","66","80  >  49948 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=34742 TSecr=757851419"
"81","18.767085","10.42.0.1","10.42.0.2","TCP","66","49948  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757851420 TSecr=34742"
"82","19.163218","10.42.0.1","10.42.0.2","TCP","74","49950  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757851816 TSecr=0 WS=128"
"83","19.163320","10.42.0.2","10.42.0.1","TCP","74","80  >  49950 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34841 TSecr=757851816 WS=128"
"84","19.163671","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757851816 TSecr=34841"
"85","19.163756","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"86","19.163844","10.42.0.2","10.42.0.1","TCP","66","80  >  49950 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34842 TSecr=757851816"
"87","19.164926","10.42.0.2","10.42.0.1","TCP","7306","80  >  49950 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34842 TSecr=757851816 [TCP segment of a reassembled PDU]"
"88","19.165029","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"89","19.165231","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=191 Ack=2897 Win=63232 Len=0 TSval=757851818 TSecr=34842"
"90","19.165327","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757851818 TSecr=34842"
"91","19.165406","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=191 Ack=11174 Win=62080 Len=0 TSval=757851818 TSecr=34842"
"92","19.165897","10.42.0.1","10.42.0.2","HTTP","355","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"93","19.166844","10.42.0.2","10.42.0.1","HTTP","11239","HTTP/1.1 200 OK  (text/html)"
"94","19.167150","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=480 Ack=18414 Win=59776 Len=0 TSval=757851820 TSecr=34842"
"95","19.167215","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=480 Ack=22347 Win=56320 Len=0 TSval=757851820 TSecr=34842"
"96","19.167543","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [FIN, ACK] Seq=480 Ack=22347 Win=64128 Len=0 TSval=757851820 TSecr=34842"
"97","19.167883","10.42.0.2","10.42.0.1","TCP","66","80  >  49950 [FIN, ACK] Seq=22347 Ack=481 Win=31104 Len=0 TSval=34843 TSecr=757851820"
"98","19.168123","10.42.0.1","10.42.0.2","TCP","66","49950  >  80 [ACK] Seq=481 Ack=22348 Win=64128 Len=0 TSval=757851821 TSecr=34843"
"99","19.486954","10.42.0.1","10.42.0.2","TCP","74","49952  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757852139 TSecr=0 WS=128"
"100","19.487042","10.42.0.2","10.42.0.1","TCP","74","80  >  49952 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34922 TSecr=757852139 WS=128"
"101","19.487298","10.42.0.1","10.42.0.2","TCP","66","49952  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757852140 TSecr=34922"
"102","19.487432","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"103","19.487499","10.42.0.2","10.42.0.1","TCP","66","80  >  49952 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34922 TSecr=757852140"
"104","19.488788","10.42.0.2","10.42.0.1","TCP","7306","80  >  49952 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34923 TSecr=757852140 [TCP segment of a reassembled PDU]"
"105","19.488882","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"106","19.489089","10.42.0.1","10.42.0.2","TCP","66","49952  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757852142 TSecr=34923"
"107","19.489153","10.42.0.1","10.42.0.2","TCP","66","49952  >  80 [ACK] Seq=191 Ack=11174 Win=56320 Len=0 TSval=757852142 TSecr=34923"
"108","19.489336","10.42.0.1","10.42.0.2","TCP","66","49952  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757852142 TSecr=34923"
"109","19.489932","10.42.0.2","10.42.0.1","TCP","66","80  >  49952 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=34923 TSecr=757852142"
"110","19.490170","10.42.0.1","10.42.0.2","TCP","66","49952  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757852143 TSecr=34923"
"111","19.593037","10.42.0.1","10.42.0.2","TCP","74","49954  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757852245 TSecr=0 WS=128"
"112","19.593128","10.42.0.2","10.42.0.1","TCP","74","80  >  49954 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=34949 TSecr=757852245 WS=128"
"113","19.593426","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757852246 TSecr=34949"
"114","19.593460","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"115","19.593566","10.42.0.2","10.42.0.1","TCP","66","80  >  49954 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=34949 TSecr=757852246"
"116","19.594679","10.42.0.2","10.42.0.1","TCP","7306","80  >  49954 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=34949 TSecr=757852246 [TCP segment of a reassembled PDU]"
"117","19.594770","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"118","19.594961","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757852247 TSecr=34949"
"119","19.595004","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [ACK] Seq=191 Ack=11174 Win=56320 Len=0 TSval=757852247 TSecr=34949"
"120","19.595659","10.42.0.1","10.42.0.2","HTTP","387","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"121","19.596599","10.42.0.2","10.42.0.1","HTTP","11239","HTTP/1.1 200 OK  (text/html)"
"122","19.596889","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [ACK] Seq=512 Ack=18414 Win=59776 Len=0 TSval=757852249 TSecr=34950"
"123","19.596917","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [ACK] Seq=512 Ack=22347 Win=56320 Len=0 TSval=757852249 TSecr=34950"
"124","19.597074","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [FIN, ACK] Seq=512 Ack=22347 Win=64128 Len=0 TSval=757852250 TSecr=34950"
"125","19.597577","10.42.0.2","10.42.0.1","TCP","66","80  >  49954 [FIN, ACK] Seq=22347 Ack=513 Win=31104 Len=0 TSval=34950 TSecr=757852250"
"126","19.597829","10.42.0.1","10.42.0.2","TCP","66","49954  >  80 [ACK] Seq=513 Ack=22348 Win=64128 Len=0 TSval=757852250 TSecr=34950"
"127","20.170353","10.42.0.1","10.42.0.2","TCP","74","49956  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757852823 TSecr=0 WS=128"
"128","20.170450","10.42.0.2","10.42.0.1","TCP","74","80  >  49956 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=35093 TSecr=757852823 WS=128"
"129","20.170718","10.42.0.1","10.42.0.2","TCP","66","49956  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757852823 TSecr=35093"
"130","20.170888","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"131","20.170965","10.42.0.2","10.42.0.1","TCP","66","80  >  49956 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=35093 TSecr=757852823"
"132","20.172366","10.42.0.2","10.42.0.1","TCP","7306","80  >  49956 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=35094 TSecr=757852823 [TCP segment of a reassembled PDU]"
"133","20.172436","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"134","20.172739","10.42.0.1","10.42.0.2","TCP","66","49956  >  80 [ACK] Seq=191 Ack=8689 Win=58624 Len=0 TSval=757852825 TSecr=35094"
"135","20.172804","10.42.0.1","10.42.0.2","TCP","66","49956  >  80 [ACK] Seq=191 Ack=11174 Win=56320 Len=0 TSval=757852825 TSecr=35094"
"136","20.172877","10.42.0.1","10.42.0.2","TCP","66","49956  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757852825 TSecr=35094"
"137","20.173411","10.42.0.2","10.42.0.1","TCP","66","80  >  49956 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=35094 TSecr=757852825"
"138","20.173646","10.42.0.1","10.42.0.2","TCP","66","49956  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757852826 TSecr=35094"
"139","20.276004","10.42.0.1","10.42.0.2","TCP","74","49958  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757852928 TSecr=0 WS=128"
"140","20.276041","10.42.0.2","10.42.0.1","TCP","74","80  >  49958 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=35120 TSecr=757852928 WS=128"
"141","20.276329","10.42.0.1","10.42.0.2","TCP","66","49958  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757852929 TSecr=35120"
"142","20.276474","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"143","20.276539","10.42.0.2","10.42.0.1","TCP","66","80  >  49958 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=35120 TSecr=757852929"
"144","20.277503","10.42.0.2","10.42.0.1","TCP","7306","80  >  49958 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=35120 TSecr=757852929 [TCP segment of a reassembled PDU]"
"145","20.277540","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"146","20.277777","10.42.0.1","10.42.0.2","TCP","66","49958  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757852930 TSecr=35120"
"147","20.277794","10.42.0.1","10.42.0.2","TCP","66","49958  >  80 [ACK] Seq=191 Ack=10137 Win=57472 Len=0 TSval=757852930 TSecr=35120"
"148","20.277973","10.42.0.1","10.42.0.2","TCP","66","49958  >  80 [ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757852930 TSecr=35120"
"149","20.278147","10.42.0.1","10.42.0.2","TCP","66","49958  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757852931 TSecr=35120"
"150","20.278460","10.42.0.2","10.42.0.1","TCP","66","80  >  49958 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=35120 TSecr=757852931"
"151","20.278727","10.42.0.1","10.42.0.2","TCP","66","49958  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757852931 TSecr=35120"
"152","20.634423","10.42.0.1","10.42.0.2","TCP","74","49960  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757853287 TSecr=0 WS=128"
"153","20.634505","10.42.0.2","10.42.0.1","TCP","74","80  >  49960 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=35209 TSecr=757853287 WS=128"
"154","20.634838","10.42.0.1","10.42.0.2","TCP","66","49960  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757853287 TSecr=35209"
"155","20.634885","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"156","20.634953","10.42.0.2","10.42.0.1","TCP","66","80  >  49960 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=35209 TSecr=757853287"
"157","20.636438","10.42.0.2","10.42.0.1","TCP","7306","80  >  49960 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=35210 TSecr=757853287 [TCP segment of a reassembled PDU]"
"158","20.636515","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"159","20.636838","10.42.0.1","10.42.0.2","TCP","66","49960  >  80 [ACK] Seq=191 Ack=7241 Win=59776 Len=0 TSval=757853289 TSecr=35210"
"160","20.636886","10.42.0.1","10.42.0.2","TCP","66","49960  >  80 [ACK] Seq=191 Ack=11174 Win=62336 Len=0 TSval=757853289 TSecr=35210"
"161","20.636942","10.42.0.1","10.42.0.2","TCP","66","49960  >  80 [FIN, ACK] Seq=191 Ack=11174 Win=64128 Len=0 TSval=757853289 TSecr=35210"
"162","20.637286","10.42.0.2","10.42.0.1","TCP","66","80  >  49960 [FIN, ACK] Seq=11174 Ack=192 Win=30080 Len=0 TSval=35210 TSecr=757853289"
"163","20.637582","10.42.0.1","10.42.0.2","TCP","66","49960  >  80 [ACK] Seq=192 Ack=11175 Win=64128 Len=0 TSval=757853290 TSecr=35210"
"164","21.280967","10.42.0.1","10.42.0.2","TCP","74","49962  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=757853933 TSecr=0 WS=128"
"165","21.281057","10.42.0.2","10.42.0.1","TCP","74","80  >  49962 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=35371 TSecr=757853933 WS=128"
"166","21.281355","10.42.0.1","10.42.0.2","TCP","66","49962  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=757853934 TSecr=35371"
"167","21.281465","10.42.0.1","10.42.0.2","HTTP","256","GET / HTTP/1.1 "
"168","21.281559","10.42.0.2","10.42.0.1","TCP","66","80  >  49962 [ACK] Seq=1 Ack=191 Win=30080 Len=0 TSval=35371 TSecr=757853934"
"169","21.282377","10.42.0.2","10.42.0.1","TCP","7306","80  >  49962 [ACK] Seq=1 Ack=191 Win=30080 Len=7240 TSval=35371 TSecr=757853934 [TCP segment of a reassembled PDU]"
"170","21.282417","10.42.0.2","10.42.0.1","HTTP","3999","HTTP/1.1 200 OK  (text/html)"
"171","21.282710","10.42.0.1","10.42.0.2","TCP","66","49962  >  80 [ACK] Seq=191 Ack=7241 Win=59904 Len=0 TSval=757853935 TSecr=35371"
"172","21.282813","10.42.0.1","10.42.0.2","TCP","66","49962  >  80 [ACK] Seq=191 Ack=11174 Win=62080 Len=0 TSval=757853935 TSecr=35371"
"173","21.283263","10.42.0.1","10.42.0.2","HTTP","369","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"174","21.284125","10.42.0.2","10.42.0.1","HTTP","11239","HTTP/1.1 200 OK  (text/html)"
