"No.","Time","Source","Destination","Protocol","Length","Info"
"77","14.576320","204.79.197.200","10.0.2.15","TCP","60","443  >  49174 [ACK] Seq=2480 Ack=3185 Win=32768 Len=0"
"78","14.629099","204.79.197.200","10.0.2.15","TCP","1514","443  >  49174 [ACK] Seq=2480 Ack=3185 Win=32768 Len=1460 [TCP segment of a reassembled PDU]"
"79","14.629279","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=3185 Ack=3940 Win=65535 Len=0"
"80","14.631891","204.79.197.200","10.0.2.15","TLSv1.2","60","Application Data"
"81","14.632000","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=3185 Ack=3941 Win=65535 Len=0"
"82","15.009479","10.0.2.15","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"83","15.152355","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"84","15.330189","204.79.197.200","10.0.2.15","TCP","60","443  >  49174 [ACK] Seq=3941 Ack=4134 Win=31819 Len=0"
"85","15.477903","204.79.197.200","10.0.2.15","TCP","1514","443  >  49174 [ACK] Seq=3941 Ack=4134 Win=31819 Len=1460 [TCP segment of a reassembled PDU]"
"86","15.478084","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=4134 Ack=5401 Win=65535 Len=0"
"87","15.509846","204.79.197.200","10.0.2.15","TLSv1.2","60","Application Data"
"88","15.509986","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=4134 Ack=5402 Win=65535 Len=0"
"89","17.072091","10.0.2.15","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"90","18.010469","10.0.2.15","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"91","19.054520","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"92","19.088381","10.0.2.15","23.72.17.56","TCP","54","49172  >  80 [FIN, ACK] Seq=1 Ack=1 Win=63977 Len=0"
"93","19.090391","10.0.2.15","8.248.84.126","TCP","54","49171  >  80 [FIN, ACK] Seq=1 Ack=1 Win=63903 Len=0"
"94","19.099943","10.0.2.15","8.248.84.126","TCP","54","49173  >  80 [FIN, ACK] Seq=1 Ack=1 Win=63903 Len=0"
"95","19.107658","23.72.17.56","10.0.2.15","TCP","60","80  >  49172 [ACK] Seq=1 Ack=2 Win=32541 Len=0"
"96","19.107658","8.248.84.126","10.0.2.15","TCP","60","80  >  49171 [ACK] Seq=1 Ack=2 Win=32486 Len=0"
"97","19.107658","23.72.17.56","10.0.2.15","TCP","60","80  >  49172 [FIN, ACK] Seq=1 Ack=2 Win=32541 Len=0"
"98","19.107658","204.79.197.200","10.0.2.15","TCP","60","443  >  49174 [ACK] Seq=5402 Ack=5083 Win=32768 Len=0"
"99","19.107658","8.248.84.126","10.0.2.15","TCP","60","80  >  49171 [FIN, ACK] Seq=1 Ack=2 Win=32486 Len=0"
"100","19.107658","8.248.84.126","10.0.2.15","TCP","60","80  >  49173 [ACK] Seq=1 Ack=2 Win=32522 Len=0"
"101","19.107951","10.0.2.15","23.72.17.56","TCP","54","49172  >  80 [ACK] Seq=2 Ack=2 Win=63977 Len=0"
"102","19.110475","10.0.2.15","8.248.84.126","TCP","54","49171  >  80 [ACK] Seq=2 Ack=2 Win=63903 Len=0"
"103","19.136137","8.248.84.126","10.0.2.15","TCP","60","80  >  49173 [FIN, ACK] Seq=1 Ack=2 Win=32522 Len=0"
"104","19.136268","10.0.2.15","8.248.84.126","TCP","54","49173  >  80 [ACK] Seq=2 Ack=2 Win=63903 Len=0"
"105","19.407032","204.79.197.200","10.0.2.15","TCP","1514","443  >  49174 [ACK] Seq=5402 Ack=5083 Win=32768 Len=1460 [TCP segment of a reassembled PDU]"
"106","19.407751","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=5083 Ack=6862 Win=65535 Len=0"
"107","19.408617","204.79.197.200","10.0.2.15","TLSv1.2","60","Application Data"
"108","19.408652","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=5083 Ack=6863 Win=65535 Len=0"
"109","19.712934","10.0.2.15","204.79.197.200","TLSv1.2","987","Application Data"
"110","19.857574","204.79.197.200","10.0.2.15","TCP","60","443  >  49174 [ACK] Seq=6863 Ack=6016 Win=31835 Len=0"
"111","19.897586","204.79.197.200","10.0.2.15","TLSv1.2","1339","Application Data"
"112","19.897696","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=6016 Ack=8148 Win=65535 Len=0"
"113","20.078532","10.0.2.15","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"114","20.772893","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"115","20.870671","204.79.197.200","10.0.2.15","TCP","60","443  >  49174 [ACK] Seq=8148 Ack=6965 Win=32768 Len=0"
"116","21.064728","204.79.197.200","10.0.2.15","TLSv1.2","1514","Application Data"
"117","21.064833","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=6965 Ack=9608 Win=65535 Len=0"
"118","21.136092","204.79.197.200","10.0.2.15","TLSv1.2","124","Application Data"
"119","21.136261","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [ACK] Seq=6965 Ack=9678 Win=65535 Len=0"
"120","21.194977","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [FIN, ACK] Seq=6965 Ack=9678 Win=65535 Len=0"
"121","21.195613","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [RST, ACK] Seq=6966 Ack=9678 Win=0 Len=0"
"122","21.241336","204.79.197.200","10.0.2.15","TCP","60","443  >  49174 [ACK] Seq=9678 Ack=6966 Win=32767 Len=0"
"123","21.241412","10.0.2.15","204.79.197.200","TCP","54","49174  >  443 [RST] Seq=6966 Win=0 Len=0"
"124","21.295393","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"125","21.392847","204.79.197.200","10.0.2.15","TCP","60","443  >  49175 [ACK] Seq=7132 Ack=1650 Win=32768 Len=0"
"126","21.495398","204.79.197.200","10.0.2.15","TCP","1514","443  >  49175 [ACK] Seq=7132 Ack=1650 Win=32768 Len=1460 [TCP segment of a reassembled PDU]"
"127","21.495512","10.0.2.15","204.79.197.200","TCP","54","49175  >  443 [ACK] Seq=1650 Ack=8592 Win=65535 Len=0"
"128","21.497552","10.0.2.15","204.79.197.200","TCP","54","49175  >  443 [FIN, ACK] Seq=1650 Ack=8592 Win=65535 Len=0"
"129","21.511930","204.79.197.200","10.0.2.15","TLSv1.2","215","Application Data"
"130","21.511930","204.79.197.200","10.0.2.15","TCP","60","443  >  49175 [ACK] Seq=8753 Ack=1651 Win=32767 Len=0"
"131","21.512049","10.0.2.15","204.79.197.200","TCP","54","49175  >  443 [RST, ACK] Seq=1651 Ack=8753 Win=0 Len=0"
"132","21.512282","10.0.2.15","204.79.197.200","TCP","54","49175  >  443 [RST] Seq=1651 Win=0 Len=0"
"133","21.518497","10.0.2.15","204.79.197.200","TCP","66","49176  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"134","21.519736","10.0.2.15","204.79.197.200","TCP","66","49177  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"135","21.526464","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"136","21.526683","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"137","21.529033","204.79.197.200","10.0.2.15","TCP","60","443  >  49177 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"138","21.529182","10.0.2.15","204.79.197.200","TCP","54","49177  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"139","21.532228","10.0.2.15","204.79.197.200","TLSv1.2","280","Client Hello"
"140","21.566682","10.0.2.15","204.79.197.200","TLSv1.2","280","Client Hello"
"141","21.585421","204.79.197.200","10.0.2.15","TCP","1514","443  >  49177 [ACK] Seq=1 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"142","21.585421","204.79.197.200","10.0.2.15","TCP","1514","443  >  49177 [PSH, ACK] Seq=1461 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"143","21.585421","204.79.197.200","10.0.2.15","TCP","1514","443  >  49176 [ACK] Seq=1 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"144","21.585421","204.79.197.200","10.0.2.15","TCP","1514","443  >  49176 [PSH, ACK] Seq=1461 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"145","21.585702","10.0.2.15","204.79.197.200","TCP","54","49177  >  443 [ACK] Seq=227 Ack=2921 Win=65535 Len=0"
"146","21.585883","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=227 Ack=2921 Win=65535 Len=0"
"147","21.586932","204.79.197.200","10.0.2.15","TCP","1514","443  >  49177 [PSH, ACK] Seq=2921 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"148","21.586932","204.79.197.200","10.0.2.15","TCP","1514","443  >  49177 [ACK] Seq=4381 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"149","21.586932","204.79.197.200","10.0.2.15","TCP","1514","443  >  49176 [ACK] Seq=2921 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"150","21.586932","204.79.197.200","10.0.2.15","TCP","1514","443  >  49176 [PSH, ACK] Seq=4381 Ack=227 Win=32542 Len=1460 [TCP segment of a reassembled PDU]"
"151","21.587099","10.0.2.15","204.79.197.200","TCP","54","49177  >  443 [ACK] Seq=227 Ack=5841 Win=65535 Len=0"
"152","21.587235","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=227 Ack=5841 Win=65535 Len=0"
"153","21.590281","204.79.197.200","10.0.2.15","TLSv1.2","1242","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"154","21.590281","204.79.197.200","10.0.2.15","TLSv1.2","1242","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"155","21.590417","10.0.2.15","204.79.197.200","TCP","54","49177  >  443 [ACK] Seq=227 Ack=7029 Win=65535 Len=0"
"156","21.590565","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=227 Ack=7029 Win=65535 Len=0"
"157","21.612145","10.0.2.15","204.79.197.200","TLSv1.2","268","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"158","21.615446","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"159","21.649572","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [ACK] Seq=7029 Ack=1390 Win=31379 Len=0"
"160","21.649572","204.79.197.200","10.0.2.15","TLSv1.2","436","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"161","21.649772","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=1390 Ack=7411 Win=65535 Len=0"
"162","21.653089","10.0.2.15","204.79.197.200","TLSv1.2","268","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"163","21.666377","204.79.197.200","10.0.2.15","TLSv1.2","436","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"164","21.666521","10.0.2.15","204.79.197.200","TCP","54","49177  >  443 [ACK] Seq=441 Ack=7411 Win=65535 Len=0"
"165","21.708304","204.79.197.200","10.0.2.15","TLSv1.2","1514","Application Data"
"166","21.708431","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=1390 Ack=8871 Win=65535 Len=0"
"167","21.749012","204.79.197.200","10.0.2.15","TLSv1.2","316","Application Data"
"168","21.749148","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=1390 Ack=9133 Win=65535 Len=0"
"169","24.123212","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"170","24.151265","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [ACK] Seq=9133 Ack=2339 Win=32768 Len=0"
"171","24.456694","204.79.197.200","10.0.2.15","TCP","1514","443  >  49176 [ACK] Seq=9133 Ack=2339 Win=32768 Len=1460 [TCP segment of a reassembled PDU]"
"172","24.456801","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=2339 Ack=10593 Win=65535 Len=0"
"173","24.489982","204.79.197.200","10.0.2.15","TLSv1.2","231","Application Data"
"174","24.490083","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=2339 Ack=10770 Win=65535 Len=0"
"175","24.837303","10.0.2.15","204.79.197.200","TLSv1.2","987","Application Data"
"176","24.897387","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [ACK] Seq=10770 Ack=3272 Win=31835 Len=0"
"177","25.058462","204.79.197.200","10.0.2.15","TLSv1.2","1339","Application Data"
"178","25.058593","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=3272 Ack=12055 Win=65535 Len=0"
"179","25.612691","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"180","25.654258","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [ACK] Seq=12055 Ack=4221 Win=32768 Len=0"
"181","25.952484","204.79.197.200","10.0.2.15","TCP","1514","443  >  49176 [ACK] Seq=12055 Ack=4221 Win=32768 Len=1460 [TCP segment of a reassembled PDU]"
"182","25.952643","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=4221 Ack=13515 Win=65535 Len=0"
"183","25.986501","204.79.197.200","10.0.2.15","TLSv1.2","167","Application Data"
"184","25.986647","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=4221 Ack=13628 Win=65535 Len=0"
"185","26.411112","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [FIN, ACK] Seq=4221 Ack=13628 Win=65535 Len=0"
"186","26.429212","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"187","26.446682","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [ACK] Seq=13628 Ack=4222 Win=32767 Len=0"
"188","26.446682","204.79.197.200","10.0.2.15","TCP","60","443  >  49176 [FIN, ACK] Seq=13628 Ack=4222 Win=32767 Len=0"
"189","26.446797","10.0.2.15","204.79.197.200","TCP","54","49176  >  443 [ACK] Seq=4222 Ack=13629 Win=65535 Len=0"
"190","26.545667","10.0.2.15","204.79.197.200","TCP","54","49177  >  443 [RST, ACK] Seq=1390 Ack=7411 Win=0 Len=0"
"191","26.561721","10.0.2.15","204.79.197.200","TCP","66","49178  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"192","26.565350","10.0.2.15","204.79.197.200","TCP","66","49179  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"193","26.574881","204.79.197.200","10.0.2.15","TCP","60","443  >  49178 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"194","26.574881","204.79.197.200","10.0.2.15","TCP","60","443  >  49179 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"195","26.575268","10.0.2.15","204.79.197.200","TCP","54","49178  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"196","26.576045","10.0.2.15","204.79.197.200","TCP","54","49179  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"197","26.593370","10.0.2.15","204.79.197.200","TLSv1.2","540","Client Hello"
"198","26.594075","10.0.2.15","204.79.197.200","TLSv1.2","540","Client Hello"
"199","26.620215","204.79.197.200","10.0.2.15","TLSv1.2","251","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"200","26.620215","204.79.197.200","10.0.2.15","TLSv1.2","251","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"201","26.620395","10.0.2.15","204.79.197.200","TCP","54","49178  >  443 [ACK] Seq=487 Ack=198 Win=65535 Len=0"
"202","26.621086","10.0.2.15","204.79.197.200","TCP","54","49179  >  443 [ACK] Seq=487 Ack=198 Win=65535 Len=0"
"203","26.623019","10.0.2.15","204.79.197.200","TLSv1.2","161","Change Cipher Spec, Encrypted Handshake Message"
"204","26.626363","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"205","26.627897","10.0.2.15","204.79.197.200","TLSv1.2","161","Change Cipher Spec, Encrypted Handshake Message"
"206","26.639098","204.79.197.200","10.0.2.15","TCP","60","443  >  49178 [ACK] Seq=198 Ack=1543 Win=32768 Len=0"
"207","26.671172","204.79.197.200","10.0.2.15","TCP","60","443  >  49179 [ACK] Seq=198 Ack=594 Win=32175 Len=0"
"208","26.867816","10.0.2.15","204.79.197.200","TCP","54","49178  >  443 [RST, ACK] Seq=1543 Ack=198 Win=0 Len=0"
"209","26.903296","10.0.2.15","204.79.197.200","TLSv1.2","1003","Application Data"
"210","26.913059","204.79.197.200","10.0.2.15","TCP","60","443  >  49179 [ACK] Seq=198 Ack=1543 Win=32768 Len=0"
"211","27.148249","204.79.197.200","10.0.2.15","TLSv1.2","1514","Application Data"
"212","27.148428","10.0.2.15","204.79.197.200","TCP","54","49179  >  443 [ACK] Seq=1543 Ack=1658 Win=65535 Len=0"
"213","27.173035","204.79.197.200","10.0.2.15","TLSv1.2","284","Application Data"
"214","27.173148","10.0.2.15","204.79.197.200","TCP","54","49179  >  443 [ACK] Seq=1543 Ack=1888 Win=65535 Len=0"
"215","28.397174","10.0.2.15","204.79.197.200","TLSv1.2","859","Application Data"
"216","28.397890","10.0.2.15","204.79.197.200","TLSv1.2","555","Application Data"
"217","28.398612","204.79.197.200","10.0.2.15","TCP","60","443  >  49179 [ACK] Seq=1888 Ack=2849 Win=31462 Len=0"
